,Prompt,Answer
10632,"Your current position: (1,0), you have to reach (0,0).",up
10633,"Your current position: (3,1), you have to reach (0,2).",up
10634,"Your current position: (2,1), you have to reach (0,2).",up
10635,"Your current position: (1,1), you have to reach (0,2).",right
10636,"Your current position: (1,2), you have to reach (0,2).",up
10637,"Your current position: (2,3), you have to reach (3,3).",down
10638,"Your current position: (0,0), you have to reach (3,3).",right
10639,"Your current position: (0,1), you have to reach (3,3).",down
10640,"Your current position: (1,1), you have to reach (3,3).",right
10641,"Your current position: (1,2), you have to reach (3,3).",down
10642,"Your current position: (2,2), you have to reach (3,3).",right
10643,"Your current position: (2,3), you have to reach (3,3).",down
10644,"Your current position: (3,3), you have to reach (2,1).",left
10645,"Your current position: (3,2), you have to reach (2,1).",left
10646,"Your current position: (3,1), you have to reach (2,1).",up
10647,"Your current position: (0,0), you have to reach (2,0).",down
10648,"Your current position: (1,0), you have to reach (2,0).",down
10649,"Your current position: (3,0), you have to reach (0,1).",up
10650,"Your current position: (2,0), you have to reach (0,1).",up
10651,"Your current position: (1,0), you have to reach (0,1).",right
10652,"Your current position: (1,1), you have to reach (0,1).",up
10653,"Your current position: (3,1), you have to reach (1,3).",right
10654,"Your current position: (3,2), you have to reach (1,3).",up
10655,"Your current position: (2,2), you have to reach (1,3).",right
10656,"Your current position: (2,3), you have to reach (1,3).",up
10657,"Your current position: (3,3), you have to reach (2,3).",up
10658,"Your current position: (3,1), you have to reach (2,0).",left
10659,"Your current position: (3,0), you have to reach (2,0).",up
10660,"Your current position: (1,1), you have to reach (1,3).",right
10661,"Your current position: (1,2), you have to reach (1,3).",right
10662,"Your current position: (3,3), you have to reach (2,0).",left
10663,"Your current position: (3,2), you have to reach (2,0).",left
10664,"Your current position: (3,1), you have to reach (2,0).",left
10665,"Your current position: (3,0), you have to reach (2,0).",up
10666,"Your current position: (0,0), you have to reach (1,0).",down
10667,"Your current position: (2,0), you have to reach (1,3).",right
10668,"Your current position: (2,1), you have to reach (1,3).",right
10669,"Your current position: (2,2), you have to reach (1,3).",right
10670,"Your current position: (2,3), you have to reach (1,3).",up
10671,"Your current position: (1,0), you have to reach (0,1).",right
10672,"Your current position: (1,1), you have to reach (0,1).",up
10673,"Your current position: (1,2), you have to reach (1,3).",right
10674,"Your current position: (0,2), you have to reach (2,3).",down
10675,"Your current position: (1,2), you have to reach (2,3).",right
10676,"Your current position: (1,3), you have to reach (2,3).",down
10677,"Your current position: (3,0), you have to reach (0,0).",up
10678,"Your current position: (2,0), you have to reach (0,0).",up
10679,"Your current position: (1,0), you have to reach (0,0).",up
10680,"Your current position: (0,0), you have to reach (1,2).",right
10681,"Your current position: (0,1), you have to reach (1,2).",right
10682,"Your current position: (0,2), you have to reach (1,2).",down
10683,"Your current position: (2,2), you have to reach (1,1).",left
10684,"Your current position: (2,1), you have to reach (1,1).",up
10685,"Your current position: (2,1), you have to reach (0,0).",up
10686,"Your current position: (1,1), you have to reach (0,0).",left
10687,"Your current position: (1,0), you have to reach (0,0).",up
10688,"Your current position: (2,1), you have to reach (1,0).",left
10689,"Your current position: (2,0), you have to reach (1,0).",up
10690,"Your current position: (3,0), you have to reach (1,1).",up
10691,"Your current position: (2,0), you have to reach (1,1).",right
10692,"Your current position: (2,1), you have to reach (1,1).",up
10693,"Your current position: (1,1), you have to reach (0,0).",left
10694,"Your current position: (1,0), you have to reach (0,0).",up
10695,"Your current position: (3,0), you have to reach (3,3).",right
10696,"Your current position: (3,1), you have to reach (3,3).",right
10697,"Your current position: (3,2), you have to reach (3,3).",right
10698,"Your current position: (3,1), you have to reach (2,0).",left
10699,"Your current position: (3,0), you have to reach (2,0).",up
10700,"Your current position: (0,2), you have to reach (0,1).",left
10701,"Your current position: (0,1), you have to reach (0,3).",right
10702,"Your current position: (0,2), you have to reach (0,3).",right
10703,"Your current position: (2,2), you have to reach (1,3).",right
10704,"Your current position: (2,3), you have to reach (1,3).",up
10705,"Your current position: (2,0), you have to reach (2,2).",right
10706,"Your current position: (2,1), you have to reach (2,2).",right
10707,"Your current position: (3,1), you have to reach (3,3).",right
10708,"Your current position: (3,2), you have to reach (3,3).",right
10709,"Your current position: (1,0), you have to reach (2,3).",right
10710,"Your current position: (1,1), you have to reach (2,3).",right
10711,"Your current position: (1,2), you have to reach (2,3).",right
10712,"Your current position: (1,3), you have to reach (2,3).",down
10713,"Your current position: (1,2), you have to reach (3,3).",down
10714,"Your current position: (2,2), you have to reach (3,3).",right
10715,"Your current position: (2,3), you have to reach (3,3).",down
10716,"Your current position: (2,3), you have to reach (3,3).",down
10717,"Your current position: (2,0), you have to reach (2,3).",right
10718,"Your current position: (2,1), you have to reach (2,3).",right
10719,"Your current position: (2,2), you have to reach (2,3).",right
10720,"Your current position: (0,2), you have to reach (0,0).",left
10721,"Your current position: (0,1), you have to reach (0,0).",left
10722,"Your current position: (1,0), you have to reach (3,3).",right
10723,"Your current position: (1,1), you have to reach (3,3).",right
10724,"Your current position: (1,2), you have to reach (3,3).",down
10725,"Your current position: (2,2), you have to reach (3,3).",right
10726,"Your current position: (2,3), you have to reach (3,3).",down
10727,"Your current position: (2,2), you have to reach (1,0).",left
10728,"Your current position: (2,1), you have to reach (1,0).",left
10729,"Your current position: (2,0), you have to reach (1,0).",up
10730,"Your current position: (3,3), you have to reach (1,3).",up
10731,"Your current position: (2,3), you have to reach (1,3).",up
10732,"Your current position: (3,1), you have to reach (3,2).",right
10733,"Your current position: (1,3), you have to reach (1,2).",left
10734,"Your current position: (3,2), you have to reach (3,3).",right
10735,"Your current position: (3,2), you have to reach (3,3).",right
10736,"Your current position: (2,3), you have to reach (2,0).",left
10737,"Your current position: (2,2), you have to reach (2,0).",left
10738,"Your current position: (2,1), you have to reach (2,0).",left
10739,"Your current position: (3,1), you have to reach (0,0).",up
10740,"Your current position: (2,1), you have to reach (0,0).",up
10741,"Your current position: (1,1), you have to reach (0,0).",left
10742,"Your current position: (1,0), you have to reach (0,0).",up
10743,"Your current position: (3,2), you have to reach (0,3).",up
10744,"Your current position: (2,2), you have to reach (0,3).",up
10745,"Your current position: (1,2), you have to reach (0,3).",right
10746,"Your current position: (1,3), you have to reach (0,3).",up
10747,"Your current position: (3,1), you have to reach (1,0).",up
10748,"Your current position: (2,1), you have to reach (1,0).",left
10749,"Your current position: (2,0), you have to reach (1,0).",up
10750,"Your current position: (3,0), you have to reach (3,1).",right
10751,"Your current position: (1,3), you have to reach (3,2).",down
10752,"Your current position: (2,3), you have to reach (3,2).",left
10753,"Your current position: (2,2), you have to reach (3,2).",down
10754,"Your current position: (1,3), you have to reach (2,1).",left
10755,"Your current position: (1,2), you have to reach (2,1).",left
10756,"Your current position: (1,1), you have to reach (2,1).",down
10757,"Your current position: (0,0), you have to reach (0,2).",right
10758,"Your current position: (0,1), you have to reach (0,2).",right
10759,"Your current position: (0,3), you have to reach (3,2).",down
10760,"Your current position: (1,3), you have to reach (3,2).",down
10761,"Your current position: (2,3), you have to reach (3,2).",left
10762,"Your current position: (2,2), you have to reach (3,2).",down
10763,"Your current position: (2,0), you have to reach (0,0).",up
10764,"Your current position: (1,0), you have to reach (0,0).",up
10765,"Your current position: (1,1), you have to reach (1,3).",right
10766,"Your current position: (1,2), you have to reach (1,3).",right
10767,"Your current position: (0,0), you have to reach (2,1).",down
10768,"Your current position: (1,0), you have to reach (2,1).",right
10769,"Your current position: (1,1), you have to reach (2,1).",down
10770,"Your current position: (3,3), you have to reach (0,0).",left
10771,"Your current position: (3,2), you have to reach (0,0).",up
10772,"Your current position: (2,2), you have to reach (0,0).",left
10773,"Your current position: (2,1), you have to reach (0,0).",up
10774,"Your current position: (1,1), you have to reach (0,0).",left
10775,"Your current position: (1,0), you have to reach (0,0).",up
10776,"Your current position: (1,0), you have to reach (1,1).",right
10777,"Your current position: (3,2), you have to reach (0,2).",up
10778,"Your current position: (2,2), you have to reach (0,2).",up
10779,"Your current position: (1,2), you have to reach (0,2).",up
10780,"Your current position: (2,3), you have to reach (0,2).",up
10781,"Your current position: (1,3), you have to reach (0,2).",left
10782,"Your current position: (1,2), you have to reach (0,2).",up
10783,"Your current position: (3,1), you have to reach (1,0).",up
10784,"Your current position: (2,1), you have to reach (1,0).",left
10785,"Your current position: (2,0), you have to reach (1,0).",up
10786,"Your current position: (1,1), you have to reach (3,1).",down
10787,"Your current position: (2,1), you have to reach (3,1).",down
10788,"Your current position: (1,0), you have to reach (2,0).",down
10789,"Your current position: (0,1), you have to reach (2,1).",down
10790,"Your current position: (1,1), you have to reach (2,1).",down
10791,"Your current position: (2,3), you have to reach (0,3).",up
10792,"Your current position: (1,3), you have to reach (0,3).",up
10793,"Your current position: (2,0), you have to reach (1,1).",right
10794,"Your current position: (2,1), you have to reach (1,1).",up
10795,"Your current position: (2,3), you have to reach (2,2).",left
10796,"Your current position: (2,3), you have to reach (0,3).",up
10797,"Your current position: (1,3), you have to reach (0,3).",up
10798,"Your current position: (2,0), you have to reach (3,0).",down
10799,"Your current position: (0,0), you have to reach (3,1).",down
10800,"Your current position: (1,0), you have to reach (3,1).",down
10801,"Your current position: (2,0), you have to reach (3,1).",right
10802,"Your current position: (2,1), you have to reach (3,1).",down
10803,"Your current position: (0,1), you have to reach (0,2).",right
10804,"Your current position: (1,3), you have to reach (2,2).",left
10805,"Your current position: (1,2), you have to reach (2,2).",down
10806,"Your current position: (0,0), you have to reach (0,1).",right
10807,"Your current position: (2,2), you have to reach (2,1).",left
10808,"Your current position: (0,1), you have to reach (3,0).",down
10809,"Your current position: (1,1), you have to reach (3,0).",down
10810,"Your current position: (2,1), you have to reach (3,0).",left
10811,"Your current position: (2,0), you have to reach (3,0).",down
10812,"Your current position: (1,0), you have to reach (3,1).",down
10813,"Your current position: (2,0), you have to reach (3,1).",right
10814,"Your current position: (2,1), you have to reach (3,1).",down
10815,"Your current position: (0,2), you have to reach (3,3).",down
10816,"Your current position: (1,2), you have to reach (3,3).",down
10817,"Your current position: (2,2), you have to reach (3,3).",right
10818,"Your current position: (2,3), you have to reach (3,3).",down
10819,"Your current position: (2,1), you have to reach (1,3).",right
10820,"Your current position: (2,2), you have to reach (1,3).",right
10821,"Your current position: (2,3), you have to reach (1,3).",up
10822,"Your current position: (1,2), you have to reach (0,2).",up
10823,"Your current position: (3,2), you have to reach (1,1).",up
10824,"Your current position: (2,2), you have to reach (1,1).",left
10825,"Your current position: (2,1), you have to reach (1,1).",up
10826,"Your current position: (0,1), you have to reach (1,0).",left
10827,"Your current position: (0,0), you have to reach (1,0).",down
10828,"Your current position: (2,0), you have to reach (0,3).",right
10829,"Your current position: (2,1), you have to reach (0,3).",right
10830,"Your current position: (2,2), you have to reach (0,3).",up
10831,"Your current position: (1,2), you have to reach (0,3).",right
10832,"Your current position: (1,3), you have to reach (0,3).",up
10833,"Your current position: (2,1), you have to reach (3,2).",right
10834,"Your current position: (2,2), you have to reach (3,2).",down
10835,"Your current position: (0,3), you have to reach (2,3).",down
10836,"Your current position: (1,3), you have to reach (2,3).",down
10837,"Your current position: (2,0), you have to reach (3,0).",down
10838,"Your current position: (1,0), you have to reach (0,2).",right
10839,"Your current position: (1,1), you have to reach (0,2).",right
10840,"Your current position: (1,2), you have to reach (0,2).",up
10841,"Your current position: (1,1), you have to reach (0,2).",right
10842,"Your current position: (1,2), you have to reach (0,2).",up
10843,"Your current position: (3,0), you have to reach (0,2).",up
10844,"Your current position: (2,0), you have to reach (0,2).",right
10845,"Your current position: (2,1), you have to reach (0,2).",up
10846,"Your current position: (1,1), you have to reach (0,2).",right
10847,"Your current position: (1,2), you have to reach (0,2).",up
10848,"Your current position: (3,2), you have to reach (1,2).",up
10849,"Your current position: (2,2), you have to reach (1,2).",up
10850,"Your current position: (1,1), you have to reach (0,1).",up
10851,"Your current position: (3,0), you have to reach (2,2).",right
10852,"Your current position: (3,1), you have to reach (2,2).",right
10853,"Your current position: (3,2), you have to reach (2,2).",up
10854,"Your current position: (1,3), you have to reach (0,0).",left
10855,"Your current position: (1,2), you have to reach (0,0).",left
10856,"Your current position: (1,1), you have to reach (0,0).",left
10857,"Your current position: (1,0), you have to reach (0,0).",up
10858,"Your current position: (2,1), you have to reach (0,0).",up
10859,"Your current position: (1,1), you have to reach (0,0).",left
10860,"Your current position: (1,0), you have to reach (0,0).",up
10861,"Your current position: (0,1), you have to reach (1,3).",right
10862,"Your current position: (0,2), you have to reach (1,3).",right
10863,"Your current position: (0,3), you have to reach (1,3).",down
10864,"Your current position: (2,1), you have to reach (3,3).",right
10865,"Your current position: (2,2), you have to reach (3,3).",right
10866,"Your current position: (2,3), you have to reach (3,3).",down
10867,"Your current position: (0,3), you have to reach (1,2).",left
10868,"Your current position: (0,2), you have to reach (1,2).",down
10869,"Your current position: (3,0), you have to reach (0,0).",up
10870,"Your current position: (2,0), you have to reach (0,0).",up
10871,"Your current position: (1,0), you have to reach (0,0).",up
10872,"Your current position: (3,1), you have to reach (3,3).",right
10873,"Your current position: (3,2), you have to reach (3,3).",right
10874,"Your current position: (3,1), you have to reach (3,0).",left
10875,"Your current position: (0,3), you have to reach (2,3).",down
10876,"Your current position: (1,3), you have to reach (2,3).",down
10877,"Your current position: (3,1), you have to reach (1,3).",right
10878,"Your current position: (3,2), you have to reach (1,3).",up
10879,"Your current position: (2,2), you have to reach (1,3).",right
10880,"Your current position: (2,3), you have to reach (1,3).",up
10881,"Your current position: (3,3), you have to reach (0,2).",up
10882,"Your current position: (2,3), you have to reach (0,2).",up
10883,"Your current position: (1,3), you have to reach (0,2).",left
10884,"Your current position: (1,2), you have to reach (0,2).",up
10885,"Your current position: (2,3), you have to reach (0,2).",up
10886,"Your current position: (1,3), you have to reach (0,2).",left
10887,"Your current position: (1,2), you have to reach (0,2).",up
10888,"Your current position: (0,1), you have to reach (1,0).",left
10889,"Your current position: (0,0), you have to reach (1,0).",down
10890,"Your current position: (3,2), you have to reach (2,1).",left
10891,"Your current position: (3,1), you have to reach (2,1).",up
10892,"Your current position: (1,1), you have to reach (2,2).",right
10893,"Your current position: (1,2), you have to reach (2,2).",down
10894,"Your current position: (2,0), you have to reach (1,2).",right
10895,"Your current position: (2,1), you have to reach (1,2).",right
10896,"Your current position: (2,2), you have to reach (1,2).",up
10897,"Your current position: (0,0), you have to reach (1,3).",right
10898,"Your current position: (0,1), you have to reach (1,3).",right
10899,"Your current position: (0,2), you have to reach (1,3).",right
10900,"Your current position: (0,3), you have to reach (1,3).",down
10901,"Your current position: (0,1), you have to reach (0,2).",right
10902,"Your current position: (1,0), you have to reach (3,2).",right
10903,"Your current position: (1,1), you have to reach (3,2).",down
10904,"Your current position: (2,1), you have to reach (3,2).",right
10905,"Your current position: (2,2), you have to reach (3,2).",down
10906,"Your current position: (3,3), you have to reach (1,2).",up
10907,"Your current position: (2,3), you have to reach (1,2).",left
10908,"Your current position: (2,2), you have to reach (1,2).",up
10909,"Your current position: (2,0), you have to reach (0,2).",right
10910,"Your current position: (2,1), you have to reach (0,2).",up
10911,"Your current position: (1,1), you have to reach (0,2).",right
10912,"Your current position: (1,2), you have to reach (0,2).",up
10913,"Your current position: (0,0), you have to reach (3,1).",down
10914,"Your current position: (1,0), you have to reach (3,1).",down
10915,"Your current position: (2,0), you have to reach (3,1).",right
10916,"Your current position: (2,1), you have to reach (3,1).",down
10917,"Your current position: (2,0), you have to reach (3,0).",down
10918,"Your current position: (0,2), you have to reach (2,3).",down
10919,"Your current position: (1,2), you have to reach (2,3).",right
10920,"Your current position: (1,3), you have to reach (2,3).",down
10921,"Your current position: (0,0), you have to reach (2,1).",down
10922,"Your current position: (1,0), you have to reach (2,1).",right
10923,"Your current position: (1,1), you have to reach (2,1).",down
10924,"Your current position: (0,3), you have to reach (0,1).",left
10925,"Your current position: (0,2), you have to reach (0,1).",left
10926,"Your current position: (1,0), you have to reach (3,1).",down
10927,"Your current position: (2,0), you have to reach (3,1).",right
10928,"Your current position: (2,1), you have to reach (3,1).",down
10929,"Your current position: (1,3), you have to reach (0,0).",left
10930,"Your current position: (1,2), you have to reach (0,0).",left
10931,"Your current position: (1,1), you have to reach (0,0).",left
10932,"Your current position: (1,0), you have to reach (0,0).",up
10933,"Your current position: (0,3), you have to reach (3,1).",down
10934,"Your current position: (1,3), you have to reach (3,1).",left
10935,"Your current position: (1,2), you have to reach (3,1).",down
10936,"Your current position: (2,2), you have to reach (3,1).",left
10937,"Your current position: (2,1), you have to reach (3,1).",down
10938,"Your current position: (1,3), you have to reach (1,0).",left
10939,"Your current position: (1,2), you have to reach (1,0).",left
10940,"Your current position: (1,1), you have to reach (1,0).",left
10941,"Your current position: (1,0), you have to reach (2,2).",right
10942,"Your current position: (1,1), you have to reach (2,2).",right
10943,"Your current position: (1,2), you have to reach (2,2).",down
10944,"Your current position: (2,1), you have to reach (3,0).",left
10945,"Your current position: (2,0), you have to reach (3,0).",down
10946,"Your current position: (1,1), you have to reach (2,0).",left
10947,"Your current position: (1,0), you have to reach (2,0).",down
10948,"Your current position: (1,0), you have to reach (2,3).",right
10949,"Your current position: (1,1), you have to reach (2,3).",right
10950,"Your current position: (1,2), you have to reach (2,3).",right
10951,"Your current position: (1,3), you have to reach (2,3).",down
10952,"Your current position: (3,2), you have to reach (3,0).",left
10953,"Your current position: (3,1), you have to reach (3,0).",left
10954,"Your current position: (1,0), you have to reach (1,3).",right
10955,"Your current position: (1,1), you have to reach (1,3).",right
10956,"Your current position: (1,2), you have to reach (1,3).",right
10957,"Your current position: (1,2), you have to reach (2,0).",left
10958,"Your current position: (1,1), you have to reach (2,0).",left
10959,"Your current position: (1,0), you have to reach (2,0).",down
10960,"Your current position: (1,3), you have to reach (0,3).",up
10961,"Your current position: (1,3), you have to reach (2,2).",left
10962,"Your current position: (1,2), you have to reach (2,2).",down
10963,"Your current position: (0,0), you have to reach (3,2).",down
10964,"Your current position: (1,0), you have to reach (3,2).",right
10965,"Your current position: (1,1), you have to reach (3,2).",down
10966,"Your current position: (2,1), you have to reach (3,2).",right
10967,"Your current position: (2,2), you have to reach (3,2).",down
10968,"Your current position: (1,2), you have to reach (3,2).",down
10969,"Your current position: (2,2), you have to reach (3,2).",down
10970,"Your current position: (2,2), you have to reach (3,0).",left
10971,"Your current position: (2,1), you have to reach (3,0).",left
10972,"Your current position: (2,0), you have to reach (3,0).",down
10973,"Your current position: (1,3), you have to reach (2,2).",left
10974,"Your current position: (1,2), you have to reach (2,2).",down
10975,"Your current position: (2,2), you have to reach (3,3).",right
10976,"Your current position: (2,3), you have to reach (3,3).",down
10977,"Your current position: (0,1), you have to reach (2,1).",down
10978,"Your current position: (1,1), you have to reach (2,1).",down
10979,"Your current position: (2,2), you have to reach (2,1).",left
10980,"Your current position: (1,0), you have to reach (0,2).",right
10981,"Your current position: (1,1), you have to reach (0,2).",right
10982,"Your current position: (1,2), you have to reach (0,2).",up
10983,"Your current position: (2,2), you have to reach (3,3).",right
10984,"Your current position: (2,3), you have to reach (3,3).",down
10985,"Your current position: (0,3), you have to reach (2,3).",down
10986,"Your current position: (1,3), you have to reach (2,3).",down
10987,"Your current position: (1,2), you have to reach (0,1).",left
10988,"Your current position: (1,1), you have to reach (0,1).",up
10989,"Your current position: (1,0), you have to reach (1,2).",right
10990,"Your current position: (1,1), you have to reach (1,2).",right
10991,"Your current position: (2,3), you have to reach (0,0).",left
10992,"Your current position: (2,2), you have to reach (0,0).",left
10993,"Your current position: (2,1), you have to reach (0,0).",up
10994,"Your current position: (1,1), you have to reach (0,0).",left
10995,"Your current position: (1,0), you have to reach (0,0).",up
10996,"Your current position: (2,0), you have to reach (2,1).",right
10997,"Your current position: (1,3), you have to reach (3,1).",left
10998,"Your current position: (1,2), you have to reach (3,1).",down
10999,"Your current position: (2,2), you have to reach (3,1).",left
11000,"Your current position: (2,1), you have to reach (3,1).",down
11001,"Your current position: (3,1), you have to reach (2,1).",up
11002,"Your current position: (1,3), you have to reach (3,1).",left
11003,"Your current position: (1,2), you have to reach (3,1).",down
11004,"Your current position: (2,2), you have to reach (3,1).",left
11005,"Your current position: (2,1), you have to reach (3,1).",down
11006,"Your current position: (1,1), you have to reach (3,0).",down
11007,"Your current position: (2,1), you have to reach (3,0).",left
11008,"Your current position: (2,0), you have to reach (3,0).",down
11009,"Your current position: (3,2), you have to reach (0,2).",up
11010,"Your current position: (2,2), you have to reach (0,2).",up
11011,"Your current position: (1,2), you have to reach (0,2).",up
11012,"Your current position: (0,3), you have to reach (2,2).",down
11013,"Your current position: (1,3), you have to reach (2,2).",left
11014,"Your current position: (1,2), you have to reach (2,2).",down
11015,"Your current position: (0,3), you have to reach (0,2).",left
11016,"Your current position: (0,1), you have to reach (1,2).",right
11017,"Your current position: (0,2), you have to reach (1,2).",down
11018,"Your current position: (2,2), you have to reach (0,3).",up
11019,"Your current position: (1,2), you have to reach (0,3).",right
11020,"Your current position: (1,3), you have to reach (0,3).",up
11021,"Your current position: (2,2), you have to reach (1,0).",left
11022,"Your current position: (2,1), you have to reach (1,0).",left
11023,"Your current position: (2,0), you have to reach (1,0).",up
11024,"Your current position: (2,2), you have to reach (2,1).",left
11025,"Your current position: (3,2), you have to reach (2,1).",left
11026,"Your current position: (3,1), you have to reach (2,1).",up
11027,"Your current position: (3,3), you have to reach (1,1).",left
11028,"Your current position: (3,2), you have to reach (1,1).",up
11029,"Your current position: (2,2), you have to reach (1,1).",left
11030,"Your current position: (2,1), you have to reach (1,1).",up
11031,"Your current position: (1,3), you have to reach (2,3).",down
11032,"Your current position: (0,3), you have to reach (3,0).",left
11033,"Your current position: (0,2), you have to reach (3,0).",down
11034,"Your current position: (1,2), you have to reach (3,0).",left
11035,"Your current position: (1,1), you have to reach (3,0).",down
11036,"Your current position: (2,1), you have to reach (3,0).",left
11037,"Your current position: (2,0), you have to reach (3,0).",down
11038,"Your current position: (1,2), you have to reach (0,1).",left
11039,"Your current position: (1,1), you have to reach (0,1).",up
11040,"Your current position: (2,2), you have to reach (2,1).",left
11041,"Your current position: (1,1), you have to reach (1,0).",left
11042,"Your current position: (1,1), you have to reach (0,0).",left
11043,"Your current position: (1,0), you have to reach (0,0).",up
11044,"Your current position: (1,0), you have to reach (2,3).",right
11045,"Your current position: (1,1), you have to reach (2,3).",right
11046,"Your current position: (1,2), you have to reach (2,3).",right
11047,"Your current position: (1,3), you have to reach (2,3).",down
11048,"Your current position: (0,2), you have to reach (1,0).",left
11049,"Your current position: (0,1), you have to reach (1,0).",left
11050,"Your current position: (0,0), you have to reach (1,0).",down
11051,"Your current position: (0,1), you have to reach (1,3).",right
11052,"Your current position: (0,2), you have to reach (1,3).",right
11053,"Your current position: (0,3), you have to reach (1,3).",down
11054,"Your current position: (0,0), you have to reach (1,2).",right
11055,"Your current position: (0,1), you have to reach (1,2).",right
11056,"Your current position: (0,2), you have to reach (1,2).",down
11057,"Your current position: (2,3), you have to reach (0,1).",left
11058,"Your current position: (2,2), you have to reach (0,1).",up
11059,"Your current position: (1,2), you have to reach (0,1).",left
11060,"Your current position: (1,1), you have to reach (0,1).",up
11061,"Your current position: (2,1), you have to reach (0,0).",up
11062,"Your current position: (1,1), you have to reach (0,0).",left
11063,"Your current position: (1,0), you have to reach (0,0).",up
11064,"Your current position: (3,2), you have to reach (0,3).",up
11065,"Your current position: (2,2), you have to reach (0,3).",up
11066,"Your current position: (1,2), you have to reach (0,3).",right
11067,"Your current position: (1,3), you have to reach (0,3).",up
11068,"Your current position: (0,0), you have to reach (1,2).",right
11069,"Your current position: (0,1), you have to reach (1,2).",right
11070,"Your current position: (0,2), you have to reach (1,2).",down
11071,"Your current position: (1,0), you have to reach (0,2).",right
11072,"Your current position: (1,1), you have to reach (0,2).",right
11073,"Your current position: (1,2), you have to reach (0,2).",up
11074,"Your current position: (3,3), you have to reach (1,2).",up
11075,"Your current position: (2,3), you have to reach (1,2).",left
11076,"Your current position: (2,2), you have to reach (1,2).",up
11077,"Your current position: (2,3), you have to reach (2,1).",left
11078,"Your current position: (2,2), you have to reach (2,1).",left
11079,"Your current position: (1,3), you have to reach (1,2).",left
11080,"Your current position: (3,2), you have to reach (0,3).",up
11081,"Your current position: (2,2), you have to reach (0,3).",up
11082,"Your current position: (1,2), you have to reach (0,3).",right
11083,"Your current position: (1,3), you have to reach (0,3).",up
11084,"Your current position: (1,1), you have to reach (1,3).",right
11085,"Your current position: (1,2), you have to reach (1,3).",right
11086,"Your current position: (0,1), you have to reach (2,3).",right
11087,"Your current position: (0,2), you have to reach (2,3).",down
11088,"Your current position: (1,2), you have to reach (2,3).",right
11089,"Your current position: (1,3), you have to reach (2,3).",down
11090,"Your current position: (0,0), you have to reach (0,1).",right
11091,"Your current position: (1,3), you have to reach (1,2).",left
11092,"Your current position: (2,3), you have to reach (1,0).",left
11093,"Your current position: (2,2), you have to reach (1,0).",left
11094,"Your current position: (2,1), you have to reach (1,0).",left
11095,"Your current position: (2,0), you have to reach (1,0).",up
11096,"Your current position: (0,0), you have to reach (3,0).",down
11097,"Your current position: (1,0), you have to reach (3,0).",down
11098,"Your current position: (2,0), you have to reach (3,0).",down
11099,"Your current position: (0,1), you have to reach (1,2).",right
11100,"Your current position: (0,2), you have to reach (1,2).",down
11101,"Your current position: (1,3), you have to reach (2,0).",left
11102,"Your current position: (1,2), you have to reach (2,0).",left
11103,"Your current position: (1,1), you have to reach (2,0).",left
11104,"Your current position: (1,0), you have to reach (2,0).",down
11105,"Your current position: (1,2), you have to reach (2,1).",left
11106,"Your current position: (1,1), you have to reach (2,1).",down
11107,"Your current position: (0,2), you have to reach (1,3).",right
11108,"Your current position: (0,3), you have to reach (1,3).",down
11109,"Your current position: (0,3), you have to reach (3,1).",down
11110,"Your current position: (1,3), you have to reach (3,1).",left
11111,"Your current position: (1,2), you have to reach (3,1).",down
11112,"Your current position: (2,2), you have to reach (3,1).",left
11113,"Your current position: (2,1), you have to reach (3,1).",down
11114,"Your current position: (2,0), you have to reach (1,0).",up
11115,"Your current position: (1,3), you have to reach (0,2).",left
11116,"Your current position: (1,2), you have to reach (0,2).",up
11117,"Your current position: (0,3), you have to reach (0,1).",left
11118,"Your current position: (0,2), you have to reach (0,1).",left
11119,"Your current position: (2,0), you have to reach (1,3).",right
11120,"Your current position: (2,1), you have to reach (1,3).",right
11121,"Your current position: (2,2), you have to reach (1,3).",right
11122,"Your current position: (2,3), you have to reach (1,3).",up
11123,"Your current position: (3,0), you have to reach (0,3).",right
11124,"Your current position: (3,1), you have to reach (0,3).",up
11125,"Your current position: (2,1), you have to reach (0,3).",right
11126,"Your current position: (2,2), you have to reach (0,3).",up
11127,"Your current position: (1,2), you have to reach (0,3).",right
11128,"Your current position: (1,3), you have to reach (0,3).",up
11129,"Your current position: (0,1), you have to reach (3,2).",down
11130,"Your current position: (1,1), you have to reach (3,2).",down
11131,"Your current position: (2,1), you have to reach (3,2).",right
11132,"Your current position: (2,2), you have to reach (3,2).",down
11133,"Your current position: (2,3), you have to reach (3,3).",down
11134,"Your current position: (2,1), you have to reach (2,3).",right
11135,"Your current position: (2,2), you have to reach (2,3).",right
11136,"Your current position: (0,3), you have to reach (3,2).",down
11137,"Your current position: (1,3), you have to reach (3,2).",down
11138,"Your current position: (2,3), you have to reach (3,2).",left
11139,"Your current position: (2,2), you have to reach (3,2).",down
11140,"Your current position: (3,3), you have to reach (0,0).",left
11141,"Your current position: (3,2), you have to reach (0,0).",up
11142,"Your current position: (2,2), you have to reach (0,0).",left
11143,"Your current position: (2,1), you have to reach (0,0).",up
11144,"Your current position: (1,1), you have to reach (0,0).",left
11145,"Your current position: (1,0), you have to reach (0,0).",up
11146,"Your current position: (0,0), you have to reach (2,1).",down
11147,"Your current position: (1,0), you have to reach (2,1).",right
11148,"Your current position: (1,1), you have to reach (2,1).",down
11149,"Your current position: (2,1), you have to reach (3,2).",right
